n	 z	 alphaE(keV)	 deltaAlphaE(keV)	 halflife(s)
87 76 6673.0 7.0 0.0055
87 76 6673.0 7.0 0.0055
88 76 6479.0 5.0 0.021
88 76 6479.0 5.0 0.021
89 76 6335.0 6.0 0.07100000000000001
89 76 6335.0 6.0 0.07100000000000001
126 76 0.0 0.0 -1
127 76 0.0 0.0 -1
127 76 0.0 0.0 -1
120 76 -1080.0 20.0 2094.0
121 76 -1300.0 3.0 168.0
122 76 -1600.0 4.0 -1
123 76 -2000.0 4.0 5.0
124 76 -2200.0 5.0 6.0
125 76 -2400.0 5.0 -1
115 76 1083.9 12.0 1330560.0
115 76 1083.9 12.0 1330560.0
116 76 8821.0 10.0 -1.0
116 76 361.0 4.0 -1.0
116 76 361.0 4.0 -1.0
117 76 0.0 nan 108396.0
118 76 -490.0 4.0 189345600.0
119 76 -760.0 7.0 540.0
110 76 2821.2 9.0 6.31152e+22
111 76 6580.7 9.0 -1.0
112 76 7209.72 15.0 -1.0
113 76 7258.9 5.0 -1.0
113 76 1976.2 9.0 -1.0
114 76 8018.0 8.0 -1.0
114 76 1375.9 12.0 -1.0
104 76 3860.0 3.0 1290.0
105 76 3730.0 4.0 6300.0
105 76 3730.0 4.0 6300.0
105 76 3730.0 4.0 6300.0
106 76 3370.0 3.0 78624.0
106 76 3370.0 3.0 78624.0
107 76 3210.0 5.0 46800.0
107 76 3210.0 5.0 46800.0
107 76 3210.0 5.0 46800.0
107 76 3210.0 5.0 46800.0
108 76 2958.8 16.0 -1
109 76 3003.1 16.0 8087039.999999999
100 76 4540.0 3.0 216.0
101 76 4350.0 3.0 180.0
102 76 4260.0 3.0 300.0
102 76 4260.0 3.0 300.0
103 76 4190.0 3.0 390.0
123 77 -1600.0 4.0 -1
124 77 -1900.0 4.0 -1
121 77 -900.0 3.0 8.0
122 77 -1300.0 3.0 6.0
120 77 -460.0 4.0 348.0
120 77 -460.0 4.0 348.0
120 77 -460.0 4.0 348.0
127 77 0.0 0.0 -1
127 77 0.0 0.0 -1
128 77 0.0 0.0 -1
128 77 0.0 0.0 -1
125 77 -2100.0 5.0 11.0
126 77 -2100.0 6.0 -1
112 77 2944.0 13.0 1140480.0
112 77 2944.0 13.0 1140480.0
112 77 2944.0 13.0 1140480.0
113 77 2748.8 15.0 1017792.0
113 77 2748.8 15.0 1017792.0
113 77 2748.8 15.0 1017792.0
113 77 2748.8 15.0 1017792.0
110 77 3840.0 3.0 37800.0
110 77 3840.0 3.0 37800.0
111 77 3450.0 10.0 149400.0
111 77 3450.0 10.0 149400.0
111 77 3450.0 10.0 149400.0
118 77 233.0 10.0 8244.0
118 77 233.0 10.0 8244.0
118 77 233.0 10.0 8244.0
119 77 -270.0 8.0 52.0
119 77 -270.0 8.0 52.0
119 77 -270.0 8.0 52.0
116 77 5943.0 24.0 -1.0
116 77 1018.0 8.0 -1.0
117 77 626.0 5.0 69408.0
117 77 626.0 5.0 69408.0
117 77 626.0 5.0 69408.0
114 77 5290.0 11.0 -1.0
114 77 2082.8 12.0 -1.0
114 77 2082.8 12.0 -1.0
115 77 1756.3 12.0 6378825.6
115 77 1756.3 12.0 6378825.6
115 77 1756.3 12.0 6378825.6
115 77 1756.3 12.0 6378825.6
115 77 1756.3 12.0 6378825.6
101 77 4990.0 3.0 12.0
102 77 4780.0 3.0 79.0
100 77 5080.0 3.0 30.0
100 77 5080.0 3.0 30.0
109 77 3850.0 10.0 59904.0
109 77 3850.0 10.0 59904.0
109 77 3850.0 10.0 59904.0
107 77 3800.0 4.0 11124.0
108 77 3760.0 3.0 51840.0
105 77 4180.0 3.0 900.0
106 77 3960.0 3.0 3480.0
103 77 4660.0 4.0 90.0
104 77 4380.0 3.0 294.0
90 77 6505.0 3.0 0.03
90 77 6505.0 3.0 0.03
90 77 6505.0 3.0 0.03
90 77 6505.0 3.0 0.03
90 77 6505.0 3.0 0.03
90 77 6505.0 3.0 0.03
91 77 6381.0 9.0 0.222
91 77 6381.0 9.0 0.222
91 77 6381.0 9.0 0.222
91 77 6381.0 9.0 0.222
91 77 6381.0 9.0 0.222
91 77 6381.0 9.0 0.222
92 77 6141.0 4.0 0.57
92 77 6141.0 4.0 0.57
92 77 6141.0 4.0 0.57
92 77 6141.0 4.0 0.57
92 77 6141.0 4.0 0.57
92 77 6141.0 4.0 0.57
93 77 6230.0 5.0 0.87
93 77 6230.0 5.0 0.87
93 77 6230.0 5.0 0.87
93 77 6230.0 5.0 0.87
93 77 6230.0 5.0 0.87
94 77 5997.0 12.0 3.2
94 77 5997.0 12.0 3.2
94 77 5997.0 12.0 3.2
94 77 5997.0 12.0 3.2
94 77 5997.0 12.0 3.2
94 77 5997.0 12.0 3.2
95 77 5991.0 10.0 4.4
95 77 5991.0 10.0 4.4
95 77 5991.0 10.0 4.4
95 77 5991.0 10.0 4.4
96 77 5716.0 9.0 9.0
96 77 5716.0 9.0 9.0
96 77 5716.0 9.0 9.0
96 77 5716.0 9.0 9.0
97 77 5693.0 16.0 7.9
97 77 5693.0 16.0 7.9
97 77 5693.0 16.0 7.9
97 77 5693.0 16.0 7.9
98 77 5430.0 3.0 9.0
98 77 5430.0 3.0 9.0
99 77 5260.0 4.0 8.6
99 77 5260.0 4.0 8.6
86 77 -1900.0 5.0 -1
87 77 6970.0 10.0 7e-05
87 77 6970.0 10.0 7e-05
87 77 6970.0 10.0 7e-05
88 77 6820.0 5.0 -1
88 77 6820.0 5.0 -1
88 77 6820.0 5.0 -1
88 77 6820.0 5.0 -1
89 77 6722.0 6.0 0.0105
89 77 6722.0 6.0 0.0105
89 77 6722.0 6.0 0.0105
89 77 6722.0 6.0 0.0105
130 78 0.0 0.0 -1
130 78 0.0 0.0 -1
100 78 5573.0 22.0 20.7
100 78 5573.0 22.0 20.7
101 78 5412.0 9.0 21.2
101 78 5412.0 9.0 21.2
106 78 4599.0 8.0 1038.0
106 78 4599.0 8.0 1038.0
106 78 4599.0 8.0 1038.0
107 78 4437.0 10.0 4254.0
107 78 4437.0 10.0 4254.0
107 78 4437.0 10.0 4254.0
108 78 4320.0 18.0 7488.0
108 78 4320.0 18.0 7488.0
109 78 4550.0 6.0 8460.0
102 78 5276.0 5.0 56.0
102 78 5276.0 5.0 56.0
103 78 5150.0 5.0 52.0
103 78 5150.0 5.0 52.0
104 78 4951.0 5.0 160.2
104 78 4951.0 5.0 160.2
105 78 4822.0 9.0 43.0
105 78 4822.0 9.0 43.0
105 78 4822.0 9.0 43.0
105 78 4822.0 9.0 43.0
105 78 4822.0 9.0 43.0
110 78 4007.0 5.0 881279.9999999999
110 78 4007.0 5.0 881279.9999999999
111 78 3912.0 10.0 39132.0
112 78 3268.6 6.0 2.051244e+19
117 78 7551.1 13.0 -1.0
117 78 1176.4 5.0 -1.0
118 78 8241.2 13.0 -1.0
119 78 549.7 23.0 71609.40000000001
119 78 549.7 23.0 71609.40000000001
119 78 549.7 23.0 71609.40000000001
113 78 3096.0 4.0 244512.0
114 78 6868.7 23.0 -1.0
115 78 2082.2 12.0 1577880000.0
115 78 2082.2 12.0 1577880000.0
116 78 7512.8 13.0 -1.0
120 78 106.0 3.0 -1.0
121 78 -300.0 6.0 1848.0
121 78 -300.0 6.0 1848.0
122 78 -750.0 4.0 45360.0
123 78 -1090.0 21.0 150.0
128 78 900.0 5.0 -1
128 78 900.0 5.0 -1
129 78 700.0 6.0 -1
129 78 700.0 6.0 -1
124 78 -1520.0 20.0 158400.0
124 78 -1520.0 20.0 158400.0
125 78 -1700.0 3.0 10.0
126 78 -1500.0 4.0 10.3
127 78 -400.0 4.0 -1
88 78 7292.0 7.0 0.0003
87 78 0.0 nan -1
89 78 7160.0 6.0 0.0007800000000000001
91 78 6858.0 5.0 0.0069900000000000006
90 78 6990.0 3.0 0.00202
93 78 6607.0 3.0 0.0455
93 78 6607.0 3.0 0.0455
92 78 6707.0 3.0 0.013800000000000002
92 78 6707.0 3.0 0.013800000000000002
95 78 6360.0 6.0 0.382
95 78 6360.0 6.0 0.382
94 78 6463.0 4.0 0.09759999999999999
94 78 6463.0 4.0 0.09759999999999999
97 78 6164.0 4.0 2.53
97 78 6164.0 4.0 2.53
96 78 6183.0 3.0 0.889
96 78 6183.0 3.0 0.889
99 78 5643.0 3.0 10.6
99 78 5643.0 3.0 10.6
98 78 5884.8 20.0 6.33
98 78 5884.8 20.0 6.33
90 79 7400.0 3.0 -1
90 79 7400.0 3.0 -1
92 79 7085.0 11.0 1.7e-05
92 79 7085.0 11.0 1.7e-05
92 79 7085.0 11.0 1.7e-05
92 79 7085.0 11.0 1.7e-05
91 79 7177.0 15.0 0.000286
91 79 7177.0 15.0 0.000286
91 79 7177.0 15.0 0.000286
91 79 7177.0 15.0 0.000286
94 79 6836.0 5.0 0.0263
94 79 6836.0 5.0 0.0263
94 79 6836.0 5.0 0.0263
94 79 6836.0 5.0 0.0263
94 79 6836.0 5.0 0.0263
94 79 6836.0 5.0 0.0263
93 79 6923.0 10.0 0.022
93 79 6923.0 10.0 0.022
93 79 6923.0 10.0 0.022
93 79 6923.0 10.0 0.022
93 79 6923.0 10.0 0.022
93 79 6923.0 10.0 0.022
96 79 6583.0 3.0 -1
96 79 6583.0 3.0 -1
96 79 6583.0 3.0 -1
96 79 6583.0 3.0 -1
95 79 6699.0 7.0 0.139
98 79 6298.0 4.0 1.53
98 79 6298.0 4.0 1.53
98 79 6298.0 4.0 1.53
98 79 6298.0 4.0 1.53
97 79 6433.0 7.0 1.05
97 79 6433.0 7.0 1.05
97 79 6433.0 7.0 1.05
97 79 6433.0 7.0 1.05
99 79 6058.0 5.0 2.6
99 79 6058.0 5.0 2.6
89 79 -2000.0 5.0 -1
109 79 4810.0 3.0 530.4
100 79 5981.0 5.0 7.1
100 79 5981.0 5.0 7.1
103 79 5525.0 4.0 15.5
103 79 5525.0 4.0 15.5
104 79 5465.0 3.0 42.8
104 79 5465.0 3.0 42.8
101 79 5831.0 7.0 8.4
101 79 5831.0 7.0 8.4
102 79 5751.0 3.0 13.7
102 79 5751.0 3.0 13.7
107 79 4912.0 14.0 642.0
107 79 4912.0 14.0 642.0
108 79 4750.0 3.0 504.0
108 79 4750.0 3.0 504.0
108 79 4750.0 3.0 504.0
105 79 5234.0 5.0 20.6
105 79 5234.0 5.0 20.6
105 79 5234.0 5.0 20.6
105 79 5234.0 5.0 20.6
105 79 5234.0 5.0 20.6
106 79 5180.0 5.0 255.0
106 79 5180.0 5.0 255.0
106 79 5180.0 5.0 255.0
106 79 5180.0 5.0 255.0
110 79 4330.0 3.0 1722.0
110 79 4330.0 3.0 1722.0
110 79 4330.0 3.0 1722.0
111 79 3914.0 17.0 2568.0
111 79 3914.0 17.0 2568.0
111 79 3914.0 17.0 2568.0
114 79 2620.0 15.0 63539.99999999999
114 79 2620.0 15.0 63539.99999999999
114 79 2620.0 15.0 63539.99999999999
115 79 2116.7 25.0 136872.0
115 79 2116.7 25.0 136872.0
115 79 2116.7 25.0 136872.0
112 79 3330.0 3.0 11448.0
112 79 3330.0 3.0 11448.0
113 79 3148.0 18.0 17784.0
113 79 3148.0 18.0 17784.0
113 79 3148.0 18.0 17784.0
118 79 5784.2 5.0 -1.0
118 79 971.6 14.0 -1.0
119 79 526.1 14.0 232770.24000000002
119 79 526.1 14.0 232770.24000000002
116 79 1716.8 16.0 16071264.0
116 79 1716.8 16.0 16071264.0
117 79 1272.0 3.0 532820.16
117 79 1272.0 3.0 532820.16
117 79 1272.0 3.0 532820.16
117 79 1272.0 3.0 532820.16
121 79 -230.0 5.0 2904.0
121 79 -230.0 5.0 2904.0
121 79 -230.0 5.0 2904.0
122 79 -561.0 20.0 1560.0
120 79 173.7 14.0 271209.6
120 79 173.7 14.0 271209.6
125 79 -1200.0 3.0 39.8
126 79 -1200.0 3.0 32.5
126 79 -1200.0 3.0 32.5
126 79 -1200.0 3.0 32.5
123 79 -1070.0 20.0 28.4
124 79 -1170.0 4.0 60.0
129 79 1200.0 5.0 -1
129 79 1200.0 5.0 -1
127 79 0.0 nan 40.0
128 79 1300.0 5.0 -1
128 79 1300.0 5.0 -1
130 79 900.0 6.0 -1
130 79 900.0 6.0 -1
131 79 0.0 0.0 -1
131 79 0.0 0.0 -1
90 80 0.0 nan -1
94 80 7233.0 6.0 0.0021000000000000003
93 80 7378.0 4.0 0.0008
92 80 7524.0 6.0 0.00023099999999999998
91 80 7668.0 15.0 5.9e-05
98 80 6577.0 3.0 0.2665
98 80 6577.0 3.0 0.2665
97 80 6740.0 6.0 0.11800000000000001
96 80 6897.0 6.0 0.020300000000000002
95 80 7072.0 5.0 0.0106
99 80 6350.0 3.0 1.05
99 80 6350.0 3.0 1.05
99 80 6350.0 3.0 1.05
103 80 6039.0 4.0 9.4
103 80 6039.0 4.0 9.4
103 80 6039.0 4.0 9.4
104 80 5660.0 4.0 30.87
104 80 5660.0 4.0 30.87
105 80 5773.0 4.0 49.1
105 80 5773.0 4.0 49.1
105 80 5773.0 4.0 49.1
105 80 5773.0 4.0 49.1
105 80 5773.0 4.0 49.1
106 80 5204.0 10.0 82.8
106 80 5204.0 10.0 82.8
107 80 5230.0 14.0 114.0
107 80 5230.0 14.0 114.0
107 80 5230.0 14.0 114.0
107 80 5230.0 14.0 114.0
108 80 4709.0 15.0 195.0
108 80 4709.0 15.0 195.0
109 80 4640.0 4.0 456.0
109 80 4640.0 4.0 456.0
109 80 4640.0 4.0 456.0
109 80 4640.0 4.0 456.0
110 80 4070.0 3.0 1200.0
110 80 4070.0 3.0 1200.0
111 80 3670.0 3.0 2940.0
111 80 3670.0 3.0 2940.0
111 80 3670.0 3.0 2940.0
112 80 3385.0 16.0 17460.0
113 80 2982.0 18.0 13680.0
113 80 2982.0 18.0 13680.0
113 80 2982.0 18.0 13680.0
114 80 2698.0 3.0 14011574400.0
115 80 2260.0 24.0 37908.0
115 80 2260.0 24.0 37908.0
115 80 2260.0 24.0 37908.0
116 80 6548.0 3.0 -1.0
117 80 1515.0 3.0 230904.0
117 80 1515.0 3.0 230904.0
117 80 1515.0 3.0 230904.0
118 80 7103.5 5.0 -1.0
119 80 7254.2 6.0 -1.0
119 80 822.9 7.0 -1.0
120 80 7698.5 6.0 -1.0
121 80 7710.0 3.0 -1.0
122 80 8234.0 3.0 -1.0
123 80 -305.0 3.0 4025721.6
124 80 8836.0 3.0 -1.0
100 80 6258.5 23.0 2.59
100 80 6258.5 23.0 2.59
101 80 6284.0 4.0 3.6
101 80 6284.0 4.0 3.6
101 80 6284.0 4.0 3.6
101 80 6284.0 4.0 3.6
102 80 5996.0 5.0 10.83
102 80 5996.0 5.0 10.83
125 80 -970.0 5.0 308.4
125 80 -970.0 5.0 308.4
126 80 -680.0 3.0 499.20000000000005
127 80 600.0 20.0 174.0
128 80 1930.0 20.0 2460.0
129 80 1800.0 3.0 36.0
130 80 1500.0 4.0 -1
130 80 1500.0 4.0 -1
130 80 1500.0 4.0 -1
131 80 1300.0 4.0 -1
131 80 1300.0 4.0 -1
132 80 1100.0 5.0 -1
132 80 1100.0 5.0 -1
133 80 0.0 0.0 -1
133 80 0.0 0.0 -1
134 80 0.0 0.0 -1
134 80 0.0 0.0 -1
135 80 0.0 0.0 -1
135 80 0.0 0.0 -1
136 80 0.0 0.0 -1
136 80 0.0 0.0 -1
111 81 4070.0 3.0 576.0
111 81 4070.0 3.0 576.0
112 81 3680.0 21.0 1296.0
112 81 3680.0 21.0 1296.0
112 81 3680.0 21.0 1296.0
110 81 4321.0 24.0 313.2
110 81 2201.0 18.0 313.2
108 81 4817.0 9.0 138.0
108 81 4817.0 9.0 138.0
108 81 4817.0 9.0 138.0
109 81 4924.0 22.0 156.0
109 81 4924.0 22.0 156.0
109 81 4924.0 22.0 156.0
106 81 5322.0 7.0 51.0
106 81 5322.0 7.0 51.0
106 81 5322.0 7.0 51.0
106 81 5322.0 7.0 51.0
106 81 5322.0 7.0 51.0
107 81 5560.0 4.0 71.0
107 81 5560.0 4.0 71.0
107 81 5560.0 4.0 71.0
107 81 5560.0 4.0 71.0
104 81 5688.0 5.0 19.5
104 81 5688.0 5.0 19.5
104 81 5688.0 5.0 19.5
105 81 6000.0 3.0 27.5
105 81 6000.0 3.0 27.5
105 81 6000.0 3.0 27.5
102 81 5976.0 9.0 6.9
102 81 5976.0 9.0 6.9
102 81 5976.0 9.0 6.9
102 81 5976.0 9.0 6.9
102 81 5976.0 9.0 6.9
102 81 5976.0 9.0 6.9
103 81 6317.0 9.0 10.1
103 81 6317.0 9.0 10.1
122 81 5705.0 11.0 -1.0
123 81 470.0 3.0 119382400.8
123 81 470.0 3.0 119382400.8
120 81 1534.0 14.0 262837.44
120 81 1534.0 14.0 262837.44
121 81 1175.5 19.0 1063584.0
119 81 1667.0 6.0 93960.0
119 81 1667.0 6.0 93960.0
117 81 2258.0 8.0 19080.0
117 81 2258.0 8.0 19080.0
117 81 2258.0 8.0 19080.0
117 81 2258.0 8.0 19080.0
118 81 2080.0 3.0 26712.0
118 81 2080.0 3.0 26712.0
115 81 2851.0 20.0 6624.0
115 81 2851.0 20.0 6624.0
115 81 2851.0 20.0 6624.0
116 81 2626.0 16.0 10224.0
116 81 2626.0 16.0 10224.0
113 81 3471.0 14.0 1980.0
113 81 3471.0 14.0 1980.0
113 81 3471.0 14.0 1980.0
114 81 3218.0 12.0 4176.0
114 81 3218.0 12.0 4176.0
100 81 6322.0 4.0 3.2
100 81 6322.0 4.0 3.2
100 81 6322.0 4.0 3.2
100 81 6322.0 4.0 3.2
101 81 6551.0 6.0 3.1
101 81 6551.0 6.0 3.1
133 81 1400.0 4.0 -1
133 81 1400.0 4.0 -1
134 81 0.0 0.0 -1
134 81 0.0 0.0 -1
131 81 1900.0 4.0 -1
132 81 1600.0 4.0 101.0
130 81 2100.0 3.0 88.0
130 81 2100.0 3.0 88.0
128 81 2500.0 20.0 129.72
129 81 2500.0 3.0 78.0
129 81 2500.0 3.0 78.0
126 81 -316.0 6.0 286.2
126 81 -316.0 6.0 286.2
127 81 1220.0 20.0 183.18
124 81 6419.6 13.0 -1.0
125 81 -325.0 23.0 252.12
125 81 -325.0 23.0 252.12
137 81 0.0 0.0 -1
135 81 0.0 0.0 -1
135 81 0.0 0.0 -1
136 81 0.0 0.0 -1
136 81 0.0 0.0 -1
95 81 7480.0 10.0 0.005200000000000001
96 81 7067.0 7.0 0.018000000000000002
96 81 7067.0 7.0 0.018000000000000002
97 81 7020.0 10.0 0.254
97 81 7020.0 10.0 0.254
98 81 6709.0 3.0 0.23
98 81 6709.0 3.0 0.23
98 81 6709.0 3.0 0.23
98 81 6709.0 3.0 0.23
98 81 6709.0 3.0 0.23
98 81 6709.0 3.0 0.23
98 81 6709.0 3.0 0.23
99 81 6710.0 6.0 1.09
99 81 6710.0 6.0 1.09
99 81 6710.0 6.0 1.09
96 82 7789.0 13.0 0.00012
97 82 7596.0 5.0 0.0035
98 82 7419.0 5.0 0.0040999999999999995
99 82 7240.0 7.0 0.036000000000000004
99 82 7240.0 7.0 0.036000000000000004
116 82 3692.0 9.0 8640.0
117 82 3357.0 24.0 5400.0
117 82 3357.0 24.0 5400.0
117 82 3357.0 24.0 5400.0
118 82 3150.0 10.0 77400.0
119 82 2844.0 14.0 33588.0
119 82 2844.0 14.0 33588.0
112 82 4738.0 17.0 642.0
112 82 4738.0 17.0 642.0
113 82 4429.0 23.0 900.0
113 82 4429.0 23.0 900.0
114 82 4238.0 17.0 2220.0
114 82 4238.0 17.0 2220.0
115 82 3892.0 16.0 486.0
115 82 3892.0 16.0 486.0
115 82 3892.0 16.0 486.0
120 82 2589.0 4.0 1656774000000.0
120 82 2589.0 4.0 1656774000000.0
120 82 2589.0 4.0 1656774000000.0
121 82 2335.0 7.0 186912.0
121 82 2335.0 7.0 186912.0
121 82 2335.0 7.0 186912.0
122 82 1968.5 11.0 4.418064e+24
122 82 1968.5 11.0 4.418064e+24
105 82 6393.0 6.0 15.2
105 82 6393.0 6.0 15.2
105 82 6393.0 6.0 15.2
105 82 6393.0 6.0 15.2
106 82 6109.0 3.0 25.1
106 82 6109.0 3.0 25.1
107 82 5915.0 4.0 39.0
107 82 5915.0 4.0 39.0
107 82 5915.0 4.0 39.0
107 82 5915.0 4.0 39.0
108 82 5698.0 5.0 71.0
108 82 5698.0 5.0 71.0
101 82 6928.0 7.0 0.535
101 82 6928.0 7.0 0.535
102 82 6774.0 3.0 0.49
102 82 6774.0 3.0 0.49
103 82 6695.0 5.0 6.3
103 82 6695.0 5.0 6.3
103 82 6695.0 5.0 6.3
103 82 6695.0 5.0 6.3
104 82 6471.0 5.0 4.82
104 82 6471.0 5.0 4.82
109 82 5402.0 14.0 79.80000000000001
109 82 5402.0 14.0 79.80000000000001
109 82 5402.0 14.0 79.80000000000001
109 82 5402.0 14.0 79.80000000000001
110 82 5222.0 5.0 210.0
110 82 5222.0 5.0 210.0
111 82 4970.0 3.0 348.0
111 82 4970.0 3.0 348.0
100 82 7066.0 6.0 0.055
100 82 7066.0 6.0 0.055
138 82 800.0 6.0 -1
134 82 2100.0 4.0 -1
135 82 1600.0 4.0 -1
136 82 1400.0 5.0 -1
137 82 1100.0 6.0 -1
127 82 2248.0 4.0 11642.4
128 82 3792.0 20.0 700578720.0
128 82 3792.0 20.0 700578720.0
129 82 3570.0 3.0 2166.0
123 82 1467.5 11.0 545946480000000.0
123 82 1467.5 11.0 545946480000000.0
124 82 7253.7 5.0 -1.0
125 82 7487.6 6.0 -1.0
125 82 392.3 13.0 -1.0
126 82 8003.0 5.0 -1.0
130 82 3290.0 3.0 38304.0
131 82 2980.0 15.0 612.0
132 82 2690.0 20.0 1623.6
133 82 2310.0 21.0 147.0
120 83 4110.0 3.0 42336.0
120 83 4110.0 3.0 42336.0
121 83 3976.0 11.0 40392.0
121 83 3976.0 11.0 40392.0
121 83 3976.0 11.0 40392.0
113 83 5440.0 4.0 308.0
113 83 5440.0 4.0 308.0
113 83 5440.0 4.0 308.0
113 83 5440.0 4.0 308.0
113 83 5440.0 4.0 308.0
113 83 5440.0 4.0 308.0
113 83 5440.0 4.0 308.0
114 83 5365.0 11.0 559.8
114 83 5365.0 11.0 559.8
114 83 5365.0 11.0 559.8
114 83 5365.0 11.0 559.8
114 83 5365.0 11.0 559.8
111 83 5918.0 5.0 95.0
111 83 5918.0 5.0 95.0
111 83 5918.0 5.0 95.0
111 83 5918.0 5.0 95.0
111 83 5918.0 5.0 95.0
112 83 5832.0 5.0 183.0
112 83 5832.0 5.0 183.0
112 83 5832.0 5.0 183.0
112 83 5832.0 5.0 183.0
117 83 4700.0 3.0 2184.0
117 83 4700.0 3.0 2184.0
117 83 4700.0 3.0 2184.0
118 83 4500.0 6.0 6180.0
118 83 4500.0 6.0 6180.0
118 83 4500.0 6.0 6180.0
118 83 4500.0 6.0 6180.0
115 83 5140.0 3.0 618.0
115 83 5140.0 3.0 618.0
115 83 5140.0 3.0 618.0
116 83 4933.0 7.0 1620.0
116 83 4933.0 7.0 1620.0
116 83 4933.0 7.0 1620.0
116 83 4933.0 7.0 1620.0
119 83 4353.0 16.0 6156.0
110 83 6307.0 5.0 63.6
110 83 6307.0 5.0 63.6
110 83 6307.0 5.0 63.6
110 83 6307.0 5.0 63.6
102 83 8140.0 8.0 5.8e-05
102 83 8140.0 8.0 5.8e-05
103 83 7757.0 12.0 0.0148
103 83 7757.0 12.0 0.0148
101 83 8220.0 10.0 0.013000000000000001
101 83 8220.0 10.0 0.013000000000000001
106 83 7268.0 3.0 0.674
106 83 7268.0 3.0 0.674
106 83 7268.0 3.0 0.674
106 83 7268.0 3.0 0.674
107 83 6862.0 3.0 6.3
107 83 6862.0 3.0 6.3
107 83 6862.0 3.0 6.3
107 83 6862.0 3.0 6.3
104 83 7779.0 4.0 0.037
104 83 7779.0 4.0 0.037
105 83 7264.0 5.0 0.265
105 83 7264.0 5.0 0.265
105 83 7264.0 5.0 0.265
105 83 7264.0 5.0 0.265
108 83 6780.0 3.0 12.4
108 83 6780.0 3.0 12.4
108 83 6780.0 3.0 12.4
108 83 6780.0 3.0 12.4
108 83 6780.0 3.0 12.4
109 83 6377.0 4.0 34.6
109 83 6377.0 4.0 34.6
109 83 6377.0 4.0 34.6
109 83 6377.0 4.0 34.6
140 83 0.0 0.0 -1
140 83 0.0 0.0 -1
141 83 0.0 0.0 -1
141 83 0.0 0.0 -1
135 83 4330.0 20.0 33.0
136 83 3900.0 4.0 22.0
133 83 5000.0 20.0 135.0
133 83 5000.0 20.0 135.0
134 83 4520.0 3.0 98.5
139 83 2800.0 5.0 -1
137 83 3700.0 4.0 -1
138 83 3100.0 5.0 -1
138 83 3100.0 5.0 -1
131 83 5621.0 3.0 1194.0
131 83 5621.0 3.0 1194.0
132 83 5280.0 4.0 456.0
132 83 5280.0 4.0 456.0
132 83 5280.0 4.0 456.0
130 83 5988.0 3.0 2736.6
130 83 5988.0 3.0 2736.6
124 83 3281.8 21.0 995642280.0
125 83 3051.0 20.0 11613196800000.0
125 83 3051.0 20.0 11613196800000.0
122 83 3690.0 15.0 1322784.0
123 83 3527.0 8.0 539395.2000000001
123 83 3527.0 8.0 539395.2000000001
128 83 6750.4 5.0 128.4
128 83 6750.4 5.0 128.4
129 83 6207.26 3.0 3633.0
129 83 6207.26 3.0 3633.0
129 83 6207.26 3.0 3633.0
129 83 6207.26 3.0 3633.0
129 83 6207.26 3.0 3633.0
129 83 6207.26 3.0 3633.0
126 83 3137.3 8.0 6.3430776e+26
127 83 5036.5 8.0 433036.8
127 83 5036.5 8.0 433036.8
127 83 5036.5 8.0 433036.8
121 84 5325.0 10.0 6264.0
121 84 5325.0 10.0 6264.0
121 84 5325.0 10.0 6264.0
121 84 5325.0 10.0 6264.0
122 84 5327.0 13.0 760320.0000000001
122 84 5327.0 13.0 760320.0000000001
123 84 5216.0 3.0 20880.0
123 84 5216.0 3.0 20880.0
123 84 5216.0 3.0 20880.0
124 84 5215.7 13.0 91453924.8
124 84 5215.7 13.0 91453924.8
125 84 4979.2 14.0 3913142400.0
125 84 4979.2 14.0 3913142400.0
126 84 5407.53 7.0 11955686.4
127 84 7594.6 5.0 0.516
127 84 7594.6 5.0 0.516
127 84 7594.6 5.0 0.516
128 84 8954.19 11.0 2.9899999999999996e-07
128 84 8954.19 11.0 2.9899999999999996e-07
128 84 8954.19 11.0 2.9899999999999996e-07
129 84 8536.0 3.0 3.72e-06
130 84 7833.54 6.0 0.0001636
131 84 7526.3 8.0 0.001781
131 84 7526.3 8.0 0.001781
132 84 6906.3 5.0 0.145
133 84 6662.1 24.0 1.53
134 84 6114.75 9.0 185.88
134 84 6114.75 9.0 185.88
135 84 5910.0 5.0 620.0
135 84 5910.0 5.0 620.0
136 84 5330.0 20.0 -1
137 84 5100.0 3.0 112.0
138 84 4400.0 3.0 550.0
139 84 4000.0 4.0 -1
140 84 3400.0 4.0 -1
141 84 0.0 0.0 -1
142 84 0.0 0.0 -1
143 84 0.0 0.0 -1
102 84 8501.0 14.0 2.8e-05
103 84 7979.0 15.0 0.0014
104 84 8082.0 15.0 0.000275
104 84 8082.0 15.0 0.000275
105 84 7694.0 15.0 0.0035
106 84 7693.0 7.0 0.00246
107 84 7493.0 5.0 0.022
107 84 7493.0 5.0 0.022
108 84 7320.0 3.0 0.032200000000000006
108 84 7320.0 3.0 0.032200000000000006
109 84 7094.0 4.0 0.245
109 84 7094.0 4.0 0.245
110 84 6987.0 3.0 0.392
110 84 6987.0 3.0 0.392
111 84 6750.0 3.0 4.64
111 84 6750.0 3.0 4.64
111 84 6750.0 3.0 4.64
111 84 6750.0 3.0 4.64
111 84 6750.0 3.0 4.64
112 84 6658.2 24.0 5.8
112 84 6658.2 24.0 5.8
113 84 6411.0 3.0 84.0
113 84 6411.0 3.0 84.0
